window_idx,peak_freq_original,power_before_40Hz,power_before_50Hz,power_before_60Hz,label_before,max_power_before,SVM_mapped_freq,SVM_power_40Hz,SVM_power_50Hz,SVM_power_60Hz,SVM_max_power,SVM_improvement,RF_mapped_freq,RF_power_40Hz,RF_power_50Hz,RF_power_60Hz,RF_max_power,RF_improvement,KNN_mapped_freq,KNN_power_40Hz,KNN_power_50Hz,KNN_power_60Hz,KNN_max_power,KNN_improvement,XGB_mapped_freq,XGB_power_40Hz,XGB_power_50Hz,XGB_power_60Hz,XGB_max_power,XGB_improvement,file_name
47,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
48,51.417121023357645,1995289.336432738,26028938.56928748,2236402.987791399,50,26028938.56928748,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-896197.3405691423,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,mpu_raw_optimized_lidar_4_20251204_122232.csv
49,51.417121023357645,1995289.336432738,26028938.56928748,2236402.987791399,50,26028938.56928748,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-896197.3405691423,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-896197.3405691423,mpu_raw_optimized_lidar_4_20251204_122232.csv
50,61.58754056643938,1143170.3662309132,3151168.402853818,32031359.695075672,60,32031359.695075672,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-6898618.466357335,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,5667752.1480018385,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,5667752.1480018385,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,5667752.1480018385,mpu_raw_optimized_lidar_4_20251204_122232.csv
51,61.58754056643938,1143170.3662309132,3151168.402853818,32031359.695075672,60,32031359.695075672,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-6898618.466357335,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,5667752.1480018385,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,5667752.1480018385,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,5667752.1480018385,mpu_raw_optimized_lidar_4_20251204_122232.csv
52,51.417121023357645,1995289.336432738,26028938.56928748,2236402.987791399,50,26028938.56928748,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-896197.3405691423,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,mpu_raw_optimized_lidar_4_20251204_122232.csv
53,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
54,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
55,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
56,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
57,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
58,51.69963267733214,1943989.5087863905,23999082.00106999,2427941.9140848382,50,23999082.00106999,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,1133659.2276483476,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13700029.842007522,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13700029.842007522,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,1133659.2276483476,mpu_raw_optimized_lidar_4_20251204_122232.csv
59,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
60,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
61,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
62,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
63,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
64,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
65,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
66,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
67,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
68,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
69,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
70,51.69963267733214,1943989.5087863905,23999082.00106999,2427941.9140848382,50,23999082.00106999,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,1133659.2276483476,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13700029.842007522,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13700029.842007522,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,1133659.2276483476,mpu_raw_optimized_lidar_4_20251204_122232.csv
71,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
72,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
73,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
74,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
75,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
76,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
77,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
78,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
79,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
80,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
81,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
82,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
83,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
84,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
85,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
86,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
87,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
88,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
89,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
90,51.417121023357645,1995289.336432738,26028938.56928748,2236402.987791399,50,26028938.56928748,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-896197.3405691423,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,mpu_raw_optimized_lidar_4_20251204_122232.csv
91,51.417121023357645,1995289.336432738,26028938.56928748,2236402.987791399,50,26028938.56928748,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-896197.3405691423,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,mpu_raw_optimized_lidar_4_20251204_122232.csv
92,51.417121023357645,1995289.336432738,26028938.56928748,2236402.987791399,50,26028938.56928748,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-896197.3405691423,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,11670173.273790032,mpu_raw_optimized_lidar_4_20251204_122232.csv
93,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,mpu_raw_optimized_lidar_4_20251204_122232.csv
94,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
95,61.870052220413875,1133609.5982520601,3064058.6166445315,30020171.50690819,60,30020171.50690819,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-4887430.278189853,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7678940.336169321,mpu_raw_optimized_lidar_4_20251204_122232.csv
0,61.82879821684618,1134983.875351776,3076453.064855212,30317058.914566357,60,30317058.914566357,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,-5184317.68584802,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7382052.928511154,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7382052.928511154,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,7382052.928511154,mpu_raw_optimized_lidar_5_20251204_122532.csv
1,51.66516015380298,1950078.9078931706,24247210.587756496,2403533.928563633,50,24247210.587756496,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,885530.6409618407,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,mpu_raw_optimized_lidar_5_20251204_122532.csv
2,51.66516015380298,1950078.9078931706,24247210.587756496,2403533.928563633,50,24247210.587756496,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,885530.6409618407,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,mpu_raw_optimized_lidar_5_20251204_122532.csv
3,51.66516015380298,1950078.9078931706,24247210.587756496,2403533.928563633,50,24247210.587756496,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,885530.6409618407,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,mpu_raw_optimized_lidar_5_20251204_122532.csv
4,51.66516015380298,1950078.9078931706,24247210.587756496,2403533.928563633,50,24247210.587756496,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,885530.6409618407,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,mpu_raw_optimized_lidar_5_20251204_122532.csv
5,51.66516015380298,1950078.9078931706,24247210.587756496,2403533.928563633,50,24247210.587756496,40,25132741.228718337,756939.0299472815,158566.19071746597,25132741.228718337,885530.6409618407,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,60,1204112.0107607578,3758311.4575868044,37699111.84307751,37699111.84307751,13451901.255321015,mpu_raw_optimized_lidar_5_20251204_122532.csv
